YEAR,MONTH,TEMP_mean,TEMP_median,TEMP_min,TEMP_max,TEMP_var,PRCP_mean,PRCP_median,PRCP_min,PRCP_max,PRCP_var
1966,3,47.61162418164089,48.4,38.368872327087836,58.82371500208943,175.15928745030942,0.006781165573137785,0.0,0.0,1.85,0.004906245265224335
1966,4,54.51638180764774,54.8,45.12383021874547,65.51328889210927,151.5710316821264,0.0069842965495139405,0.0,0.0,2.32,0.00580181268072572
1966,5,63.0377153662978,64.1,53.11081383947331,74.18235459004904,123.08527003398784,0.009138547042477173,0.0,0.0,3.15,0.00833609157204256
1966,6,70.92023000144655,72.45,60.581853030522204,81.93775495443367,83.20295201942818,0.007942938659058487,0.0,0.0,4.06,0.00864028968643668
1966,7,76.53635851580651,77.9,66.41456132939022,87.52231922833204,71.45365754558746,0.006806436781609195,0.0,0.0,4.57,0.00766212870603506
1966,8,73.38162237762238,74.1,64.0242551405791,84.07685314685315,66.58086931679401,0.00824018343364861,0.0,0.0,4.92,0.00967972331156582
1966,9,67.44767601066513,67.6,58.21534913886287,78.20611935995387,83.04235929312033,0.009147332354380812,0.0,0.0,3.78,0.010758084321990078
1966,10,57.28600763094,57.2,47.39623230641132,69.33606716625034,116.91104812953884,0.005555746287872286,0.0,0.0,3.54,0.006529551634573899
1966,11,48.85787527554576,49.3,40.58776845398947,59.28234206033011,177.14364566300915,0.007980835720636176,0.0,0.0,4.33,0.00853737683087625
1966,12,38.85939564977974,38.5,31.621879518072287,48.067056879217745,231.65782594436516,0.009494382022471909,0.0,0.0,2.28,0.006774806451417078
1967,1,39.242521089088534,39.4,31.321294835745146,49.411724327292696,234.31952242282338,0.009118491184911849,0.0,0.0,2.87,0.007658679551429042
1967,2,37.928120266585886,38.8,29.159948496553813,49.14778680434287,278.7534067215814,0.008432623305615674,0.0,0.0,2.13,0.006155961824639458
1967,3,47.9452840482848,48.7,38.98490553168269,59.15248445082359,261.4993296543399,0.006676704876627162,0.0,0.0,2.24,0.004506928016499518
1967,4,55.462479631597596,54.0,46.55299702423126,66.36983418367346,186.09184704639998,0.008075318172334655,0.0,0.0,3.82,0.007028773043325991
1967,5,61.13796195652174,60.5,51.26189279162987,72.18306950200422,144.5210372211893,0.007751671442215854,0.0,0.0,2.83,0.0066859751977982615
1967,6,70.42345471128885,71.1,61.188499859668816,80.72078158984074,85.09740731757087,0.011247142999105635,0.0,0.0,3.15,0.012128309317765925
1967,7,74.09668557370328,74.6,64.79484042916695,84.58012710995695,62.64985711114822,0.009541654655520322,0.0,0.0,2.52,0.00908213662240122
1967,8,73.24520296457469,73.6,63.644019854491056,84.09602230230502,60.021336126012805,0.009219498709915223,0.0,0.0,3.66,0.009524365418309153
1967,9,66.82458045409673,67.4,57.35016922859963,78.02929478138222,73.40463375316938,0.0067353291220360705,0.0,0.0,2.68,0.006349165156243535
1967,10,58.06597754654984,58.5,48.335939746662106,69.78444155310552,116.4272725981127,0.007060574229691877,0.0,0.0,5.31,0.008306337571796572
1967,11,46.81054414567012,46.6,38.74783682687557,56.72079774091069,175.18371715871177,0.006070027165710836,0.0,0.0,1.42,0.0034835676455114355
1967,12,39.5813832695462,39.5,32.450775856176094,48.53031111111112,251.28351642421103,0.011477748839316045,0.0,0.0,3.58,0.010221723145826386
1968,1,34.74445189406637,35.6,27.259610999329308,44.50128153515835,303.807522354448,0.00850564726324935,0.0,0.0,2.2,0.005379867243004499
1968,2,37.43041639790726,37.9,29.231978785924174,47.705700559300155,235.89890132459323,0.005407360805284681,0.0,0.0,1.61,0.003784232634571239
1968,3,47.900624496373894,48.4,38.45315291115439,59.51257650144596,163.92780768196818,0.007140284360189574,0.0,0.0,3.19,0.006291119762929853
1968,4,55.85826099034655,56.1,46.006515698805224,67.29962489580439,129.572706963134,0.006646507998439329,0.0,0.0,2.72,0.005504722168079825
1968,5,62.04359317497491,61.3,52.57099645318878,72.62017397122784,102.86196125846567,0.009101,0.0,0.0,2.76,0.0075634381428142895
1968,6,71.10882250781522,72.4,61.45036476064754,81.77360889197638,89.23756562050322,0.01099951526902569,0.0,0.0,4.33,0.01565774626697455
1968,7,74.88996896923906,76.1,65.28003237992445,85.52124831309041,59.824568466958475,0.008996907966533286,0.0,0.0,5.31,0.01396234978579994
1968,8,73.57229176534271,74.9,64.4218621016307,84.13519182623993,82.96572766801347,0.008765329644997695,0.0,0.0,3.43,0.008862520081514875
1968,9,67.72711709815478,68.2,57.878706237283374,79.18915239966321,74.70543006185555,0.005755145682972467,0.0,0.0,2.87,0.005662054459128237
1968,10,59.115882753919564,59.5,49.840261776535556,70.39532614628821,123.24420064887491,0.008006156552330695,0.0,0.0,5.2,0.012717732392386466
1968,11,47.0907881773399,46.349999999999994,39.5504786036036,56.35823595663804,144.2827591084822,0.011412904599659284,0.0,0.0,2.52,0.010341853983171435
1968,12,36.99180339075745,37.3,29.39173446366309,46.452747553548214,244.85663001480478,0.010646413127841224,0.0,0.0,2.44,0.008461846463901593
1969,1,36.1719792590571,36.9,29.2527055612419,45.05431794871795,332.0726597899608,0.008998324557204404,0.0,0.0,2.36,0.0065194872503343704
1969,2,38.65004928349382,37.9,31.716757658477402,47.19339501023736,196.63328574976876,0.008847382649299582,0.0,0.0,1.89,0.006591322164096152
1969,3,42.203093066319184,42.5,33.47046841780399,52.625193771863636,195.49956039113215,0.007535685963521015,0.0,0.0,2.6,0.007260348681773883
1969,4,56.74141801648195,56.9,47.08964831261102,68.03779846503696,114.95687625551557,0.007840023966446974,0.0,0.0,3.66,0.00682152998286172
1969,5,64.43947151681537,65.2,54.376650652024715,75.50566996155959,97.35312581032942,0.008590142305155028,0.0,0.0,3.66,0.009422668098858179
1969,6,70.27233543989207,70.3,61.06620748420081,80.6357076912151,104.87251824225105,0.009083593199879288,0.0,0.0,2.76,0.008530960918918591
1969,7,75.93415121648633,76.9,66.58262338020403,86.31605321202096,77.0008662856516,0.01019414690130069,0.0,0.0,3.23,0.012099904914566235
1969,8,75.14261296796069,75.6,65.03534011487093,86.35818974465434,61.83330096431324,0.008153205071371575,0.0,0.0,5.87,0.01358927391927975
1969,9,68.31745770002868,68.8,59.19049974904998,79.09501684950168,82.21819739370787,0.008395179801071155,0.0,0.0,4.69,0.012391781072889754
1969,10,56.67285892461197,57.6,48.20908398004435,67.0275102210519,169.9929234869909,0.005718113099224954,0.0,0.0,2.17,0.004346821584802899
1969,11,46.97123100194482,46.7,38.42921048840225,57.683095546908774,154.30331289887357,0.006289637459251211,0.0,0.0,5.24,0.008875344673282905
1969,12,39.146285794300915,38.3,31.968181499894964,47.88334500630341,193.4545365117905,0.01254258460140813,0.0,0.0,3.23,0.013248105795658643
1970,1,32.85073715248526,34.4,25.374443586323107,42.121261944912874,334.84313292563957,0.006995483717613501,0.0,0.0,2.4,0.005079382601733165
1970,2,40.09927536231884,40.9,31.18051270063893,51.33771464252264,219.51442712233126,0.006764474423833614,0.0,0.0,1.85,0.005151459587802777
1970,3,44.455022847100174,43.6,36.28267013498313,54.47428571428571,192.11251572114503,0.00994919168591224,0.0,0.0,2.28,0.008005356004658936
1970,4,55.05596683877536,55.3,45.679271219725074,66.02019783256964,176.55580275788284,0.006082197439074762,0.0,0.0,3.15,0.006979402929963693
1970,5,64.8057914785553,66.0,54.463132275132274,76.22769350172865,108.65915728533402,0.006617926319787315,0.0,0.0,2.28,0.00624504135746946
1970,6,71.52374745120885,72.5,61.637436270939546,82.18439912600147,88.52279411231217,0.00786985156787575,0.0,0.0,3.78,0.01034444943801378
1970,7,75.9380148357471,76.8,66.00393528331213,86.9703525754257,66.56899068933745,0.007120046171604463,0.0,0.0,3.11,0.006465124981469726
1970,8,75.47868504772005,76.2,65.53565973695376,86.57478260869566,63.626551438198874,0.007730992001470994,0.0,0.0,3.19,0.009257116668131398
1970,9,68.78300543238878,70.2,59.40374504332501,80.09568921201439,126.64181600158604,0.0076952738777931575,0.0,0.0,3.39,0.00847746235875521
1970,10,57.9736415938632,58.8,49.38274367718102,68.49006184687566,134.27713939448046,0.007272370871312359,0.0,0.0,2.76,0.0062501068497694875
1970,11,47.216962437148766,47.6,39.1615868086365,57.21478492633449,153.95321665436072,0.006114467408585056,0.0,0.0,2.24,0.00399259660538461
1970,12,40.31354533055775,40.5,32.67855707106963,49.64216157989228,272.1506743715795,0.008749033042325119,0.0,0.0,2.28,0.007288333228784187
1971,1,34.6469384331488,35.1,27.054212116126866,44.43683592110785,355.4298224354329,0.008183670869952872,0.0,0.0,1.89,0.004440955305300072
1971,2,38.71439031258801,38.8,30.741252699784017,48.87425295996993,283.3321220395289,0.018030679327976626,0.0,0.0,2.38,0.01511990846834322
1971,3,44.16054907228612,43.1,35.509738896818064,54.91927893100261,201.78382972368286,0.013287787182587666,0.0,0.0,5.43,0.01446693736443407
1971,4,53.80222819490203,53.4,43.49987857762359,65.79291229287759,137.826094921997,0.008422441486920606,0.0,0.0,3.39,0.008012921235851421
1971,5,61.561293557282525,60.8,51.74194734642708,72.6017552657974,97.69475105931275,0.013345437507321074,0.0,0.0,2.99,0.012377560251264177
1971,6,71.71244913860272,73.5,61.8269090909091,82.52763636363636,90.64579478907949,0.012258437355524735,0.0,0.0,3.11,0.012802551165654036
1971,7,74.13748946925021,74.7,64.37323053589485,84.89070688347797,70.02561775938833,0.017354631119282926,0.0,0.0,2.68,0.01537263574397958
1971,8,73.78642900198054,74.5,64.18184792904503,84.65232067510549,52.04419404157062,0.017087323943661973,0.0,0.0,6.06,0.026322177972046855
1971,9,68.22268432671082,70.1,59.51680946912817,78.83339515986574,116.94653500498727,0.014090856008408268,0.0,0.0,4.88,0.016693902979914216
1971,10,59.915564702855676,60.9,51.57166137747663,70.2393445435827,144.63240523211206,0.013043279661984698,0.0,0.0,2.52,0.013346230767132034
1971,11,46.79012845328172,46.2,38.938724153101624,56.52097200211304,176.96434073140887,0.010532244089615051,0.0,0.0,2.32,0.007986842207280832
1971,12,41.14791969243913,40.6,34.479138535167934,49.52618884707492,281.9384767467982,0.020365906155832975,0.0,0.0,5.12,0.021783175507936698
1972,1,36.118674962755236,37.3,28.443797668098536,46.18887228619144,376.828872074096,0.014355015031429353,0.0,0.0,2.73,0.011367706118757483
1972,2,37.772094979900906,38.2,29.676011965971767,48.29040404040404,292.7750823066111,0.01601909445971358,0.0,0.0,1.85,0.011415573709422932
1972,3,46.955222963483145,47.8,38.1116846633307,58.07781885397412,233.37368003104876,0.013758625015681846,0.0,0.0,2.24,0.010549911116001277
1972,4,53.91761017719219,53.5,44.47447291893857,65.40931840931842,178.6189337647815,0.01101628582249716,0.0,0.0,2.36,0.007514535214536453
1972,5,63.4169741697417,63.9,53.62893418855988,74.17847478474785,92.39557864778183,0.016317490721896324,0.0,0.0,3.74,0.015342735394469053
1972,6,69.78296452084858,69.9,60.25795683190049,80.38561499771376,82.66795759398595,0.022448671117269177,0.0,0.0,5.51,0.03691302567819082
1972,7,74.12010638297873,75.1,64.72151472153246,84.6686319709194,74.19128467704087,0.013406991698819128,0.0,0.0,3.54,0.012467413501157175
1972,8,73.4404799578059,74.1,64.23375824175824,84.15790260196906,66.10091683335648,0.012085530841550103,0.0,0.0,2.87,0.010476317417038432
1972,9,67.27877993673745,67.8,58.58501175194359,77.96174636174636,114.0142351345939,0.013910498719668332,0.0,0.0,7.28,0.017321620769031723
1972,10,55.506271379703534,55.5,47.49005878740019,65.75477444268914,160.16043873652293,0.01326158940397351,0.0,0.0,6.56,0.019503943863304424
1972,11,44.50881584871679,43.4,38.395253107548186,52.23274184831562,167.33538787179492,0.024987900355871884,0.0,0.0,3.35,0.0285412619549445
1972,12,36.63323358563633,37.8,30.0504709921648,45.21667107234118,343.31823703882253,0.02080006166178511,0.0,0.0,2.83,0.016523427024356382
1973,1,34.405279747832935,35.5,26.71018314714066,43.802949852507375,274.66457975479614,0.15111214302298584,0.0,0.0,11.81,0.28039899991523004
1973,2,37.347881958786544,37.0,29.158836771259246,47.47765273311897,216.92299957556432,0.18946017185934946,0.0,0.0,10.63,0.3562928865541889
1973,3,48.439499028644654,47.7,40.495428949983435,58.18445473719036,142.88718232176873,0.23010079368943856,0.0,0.0,13.78,0.5593387169534947
1973,4,52.98092026634796,53.1,43.556201633246395,63.75549809820932,146.09090499675818,0.22513973209983618,0.0,0.0,14.17,0.6620703052463214
1973,5,62.13124194955749,61.8,51.54129566447533,73.43453321140576,109.63836529452834,0.17034089843383662,0.0,0.0,14.17,0.5998288685424787
1973,6,71.693,73.0,60.55442447286554,83.12664194230022,84.7961810078019,0.11263555018137847,0.0,0.0,18.03,0.14038417765650663
1973,7,75.0274874016076,76.0,63.989874211208154,86.53961926185121,67.13389830549515,0.10111597986201752,0.0,0.0,8.03,0.10798486240464725
1973,8,74.31036481841898,75.6,63.32099734263411,85.9329895199039,65.17267996049198,0.08150780135315507,0.0,0.0,14.61,0.09958960712637663
1973,9,67.26978644302265,67.6,57.21352135863443,78.77665297297298,111.48793540032965,0.11628123942572631,0.0,0.0,7.76,0.14814415622880342
1973,10,59.150054411518504,59.5,48.447050685448374,71.55076626748179,119.24216524755148,0.07745808644527123,0.0,0.0,7.2,0.08528964310996211
1973,11,47.58925666812418,47.3,38.87809694793537,57.958184843045395,204.7584385134174,0.09342326471032365,0.0,0.0,18.23,0.13164063645258445
1973,12,38.25578568403219,38.0,29.791609400186648,48.56813588110404,230.53939068472002,0.10591246658084957,0.0,0.0,18.03,0.11187671105812323
1974,1,36.31236430697012,37.5,28.327777311277185,46.09445308885992,395.9286567411135,0.1027757261203713,0.0,0.0,18.15,0.14816123242567242
1974,2,38.19242009556061,38.6,28.182257839721252,50.09822408182241,251.65544727424373,0.06673445360162689,0.0,0.0,8.11,0.052369191135069396
1974,3,47.68826149063104,47.5,37.90459136436327,59.36810703917196,238.36409059537274,0.08882423891542432,0.0,0.0,17.09,0.08683972048163495
1974,4,55.22666202575705,55.55,43.89668874172185,67.56748388782442,150.15318111258827,0.08291911189358372,0.0,0.0,18.07,0.11815662239991472
1974,5,63.086872424522745,63.1,52.290914834470556,74.35295676312248,137.24262821457887,0.10329320681678704,0.0,0.0,8.54,0.11140070181722521
1974,6,70.56041365409052,70.8,58.75399191066561,81.97307759754493,90.83631716455344,0.09665063168124392,0.0,0.0,12.44,0.11334059128440609
1974,7,75.72480026911109,76.8,64.18946326255477,87.21588403601784,70.29973730294302,0.08126134980810634,0.0,0.0,13.11,0.10149898931068085
1974,8,72.74344050104384,73.3,62.1508877721943,83.93070109467702,61.432020731667464,0.11876791504158639,0.0,0.0,11.02,0.1369268465569725
1974,9,65.23519381852715,65.1,54.505691620789804,77.02475778546713,106.02143995163996,0.09842520433377686,0.0,0.0,10.12,0.12167289888664247
1974,10,56.59467164931139,56.8,45.537763562139645,68.99566899335632,114.42136862617227,0.061566259527964,0.0,0.0,18.07,0.09106600885739545
1974,11,46.455637994996124,45.6,37.54590057543374,56.83696741854637,157.30893309667604,0.07314485729671513,0.0,0.0,10.47,0.07067125107056009
1974,12,38.3320180811964,37.0,30.16045675618524,47.45322532887779,170.83251387816813,0.08293540717257776,0.0,0.0,18.03,0.07884846920151346
1975,1,37.06427337462605,36.6,28.21220706836127,47.27238976178409,266.190258612607,0.08642931213273418,0.0,0.0,10.16,0.0639056940029787
1975,2,37.3861252900232,36.8,28.803335966175716,47.31531167201227,277.8503898771041,0.08903933770418936,0.0,0.0,5.04,0.06563613325270366
1975,3,42.65126929028481,41.9,33.581837982742734,53.0775358981873,228.46139435286761,0.10479585158334592,0.0,0.0,7.2,0.09166088748253784
1975,4,50.658841940532085,50.0,40.79059181897302,61.27308529155788,192.73340918790242,0.0812221441477615,0.0,0.0,11.18,0.07729837578627702
1975,5,63.99501621437105,64.4,53.01406844106464,75.36197976693559,113.25245307846464,0.09245963162312973,0.0,0.0,10.55,0.09184986596290622
1975,6,70.32399510660609,71.7,59.73287976898845,81.12942076502732,92.22330676311717,0.10125731289086141,0.0,0.0,7.17,0.09474171358196552
1975,7,75.29291145657317,76.2,64.55715253376233,86.22850804918241,55.32050908463555,0.10587579617834394,0.0,0.0,10.51,0.14499212320788007
1975,8,73.81565334796001,75.1,63.21332146188416,85.12508338610935,71.6775954686885,0.09528483088166402,0.0,0.0,12.68,0.10326455461364441
1975,9,65.58231588544905,64.6,55.309665087675555,76.87032151006015,100.44093104228786,0.09390095569070374,0.0,0.0,13.35,0.10879636498399618
1975,10,58.34395918211933,58.5,48.157182625939065,69.82626039203721,125.14147357871596,0.06750324172836407,0.0,0.0,6.02,0.07442267499785685
1975,11,48.15886343021651,49.2,38.903421738100874,58.76819420850946,217.6155837057918,0.062215645567383716,0.0,0.0,6.06,0.04992939584849968
1975,12,38.45908761766836,38.2,30.145705779067104,48.27491025738944,212.1412161962627,0.06345434347922684,0.0,0.0,5.63,0.05004246619880553
1976,1,33.886592603865466,34.2,24.51403161302609,44.719942824471126,269.68292033761776,0.05911901882881327,0.0,0.0,5.71,0.047971489008166904
1976,2,43.03338462784482,43.5,33.199509625126645,54.4226137793837,234.20050450382,0.052866928033887615,0.0,0.0,5.08,0.03882656178632204
1976,3,46.540002281282085,46.7,36.84621826348445,57.75086262710896,233.36330507984425,0.07084450747808149,0.0,0.0,5.16,0.05365769997971611
1976,4,55.18829866415952,54.5,44.114365832614325,67.18838175900875,137.85458257506008,0.061583712348751395,0.0,0.0,8.15,0.051602550747788765
1976,5,61.56480663824605,61.7,50.45863213304852,73.38081131571924,94.41186860864548,0.09034526315789473,0.0,0.0,10.35,0.09974803860550362
1976,6,70.37140836770772,71.8,59.20121639176475,81.77369993317872,91.61303649760448,0.0811311362856162,0.0,0.0,8.07,0.08272582857346775
1976,7,74.20210663398193,74.8,63.38125095932463,85.4382363085885,66.70560172119048,0.08187771819448549,0.0,0.0,11.1,0.0906570981281941
1976,8,72.48708353911029,73.1,61.5197792998478,84.03336121354978,71.29880816059911,0.06874035349763505,0.0,0.0,12.01,0.06875368479034848
1976,9,66.50718017732741,67.0,55.98375079264426,78.38982802345855,88.26853966337464,0.07798444252376836,0.0,0.0,11.69,0.08307489495653707
1976,10,53.73387464717937,53.8,43.43643611874443,65.59133849129594,147.5180965285593,0.08038363821138211,0.0,0.0,7.01,0.08141591887519832
1976,11,42.659256759439394,42.7,33.0344397185674,54.29183235247336,195.50318864792084,0.0421004723057106,0.0,0.0,3.98,0.030518401172004307
1976,12,34.925477904186984,35.0,24.90126263604322,46.83721940061257,243.3371760128432,0.05123512991196049,0.0,0.0,5.24,0.03443072829684466
1977,1,27.39741957747019,27.5,18.64113200306984,37.568292401706444,296.5777521601821,0.053081857055589494,0.0,0.0,6.18,0.03641058726867225
1977,2,38.46743491075814,38.4,28.332235709013368,50.17456946039035,223.87756271631886,0.039924476168547086,0.0,0.0,9.45,0.033148285720775314
1977,3,47.08132803005193,46.7,37.22388043197818,58.3137389380531,175.35824371358336,0.07863944165178015,0.0,0.0,7.24,0.0820793910142956
1977,4,56.578559091083555,57.7,45.05487518750721,68.9616490486258,151.03281986443568,0.058462379150903736,0.0,0.0,7.05,0.05807471326366523
1977,5,64.11051215917465,65.8,53.25601489895265,75.47696078431372,122.86658354696077,0.06281833685236315,0.0,0.0,11.02,0.0686648994696503
1977,6,70.99279975746552,71.7,60.03102152374445,82.40844616376532,107.82187410292646,0.06797820415719935,0.0,0.0,10.71,0.06617116569365661
1977,7,75.63222037345164,76.9,64.76521529860416,87.04643874643875,87.95774897081,0.06314090375824265,0.0,0.0,11.5,0.059451805980751095
1977,8,73.25755459812807,74.2,63.49532592124345,84.08716929250892,91.06453491047533,0.09368388223552894,0.0,0.0,10.83,0.0972735619774925
1977,9,67.98465073878528,68.1,58.5909294981547,78.64875498954571,109.65134723708657,0.08738954626713204,0.0,0.0,5.67,0.09188546379230246
1977,10,56.498664318215184,55.3,46.368044380763436,68.22499632569077,107.74876927016156,0.06001088183137192,0.0,0.0,6.65,0.05937358014839751
1977,11,47.55341088555911,48.4,39.043977180742395,57.67629518188482,220.1092688931467,0.07815610909250098,0.0,0.0,14.02,0.09548455193568711
1977,12,37.48254373312623,37.7,29.432692948362018,47.1071338571005,275.02873735638855,0.07917281235174882,0.0,0.0,5.05,0.06538842122577891
1978,1,30.5267676952996,30.3,23.039613774873338,39.309841608173166,279.52771183642557,0.0962878093492209,0.0,0.0,8.94,0.09521971096399626
1978,2,31.7443871175783,31.1,23.468704876376396,41.02637353771682,253.65012902717228,0.049071335565476194,0.0,0.0,5.47,0.031771425130039596
1978,3,43.82370453638902,43.8,34.33829293075918,54.55109690541915,234.2375121244781,0.06306688881664499,0.0,0.0,5.28,0.052202423777827925
1978,4,53.84918315347722,52.9,43.859407685098404,64.96959358128375,142.24394732239486,0.06414434899781034,0.0,0.0,17.13,0.06311671845587416
1978,5,62.25498946909725,62.3,51.91527419413454,73.27217719954938,141.74677341202533,0.09156295399515738,0.0,0.0,13.27,0.12086393990038989
1978,6,70.88244805440121,71.3,59.78458628126064,82.22550924001361,103.69362519800832,0.06824799735733751,0.0,0.0,7.72,0.07754305498318827
1978,7,74.73717151013835,75.4,63.937028889866546,86.01418582515741,88.7575406688735,0.07571257437208002,0.0,0.0,12.13,0.10162637804929024
1978,8,73.6380410440912,74.3,63.194398881983005,84.82340605259293,83.61337036016293,0.07175043119008463,0.0,0.0,10.28,0.08358310514171184
1978,9,67.89704003326655,68.8,57.7333308082721,79.38623898324319,120.05495608024297,0.06130991341812005,0.0,0.0,12.13,0.0869185922834415
1978,10,56.98222867220222,56.6,45.97511405445181,69.58126517995143,122.6418302534712,0.03198622318441252,0.0,0.0,5.12,0.023495621759491304
1978,11,46.03027596473147,47.1,37.587138546162954,56.31210361427371,234.96493263244545,0.06363353069492055,0.0,0.0,5.28,0.05009289605665943
1978,12,35.41139235974365,35.4,26.906731148128248,45.50406180540618,279.94734890623454,0.06252097976570821,0.0,0.0,5.39,0.055770537974672796
1979,1,28.19692724146761,29.1,20.41920796427787,37.17006115200117,336.0827729692816,0.09773491943716986,0.0,0.0,5.83,0.08870003164678998
1979,2,31.20393345265213,32.7,22.671806561914842,41.215644872003914,345.5439291231798,0.07621696009111184,0.0,0.0,5.39,0.06559325247050474
1979,3,45.55627175785115,45.6,36.34424240202368,56.406663977114356,182.91236767401918,0.06206962656238019,0.0,0.0,10.91,0.05751793572171944
1979,4,52.98057226650624,53.2,43.23975241750385,63.73969359331476,162.6627866775753,0.07646591713185,0.0,0.0,16.22,0.10244149412077454
1979,5,61.818901477651885,62.0,51.475445035786386,72.94457000293514,112.34593012204009,0.0781320182094082,0.0,0.0,10.59,0.08993603022029083
1979,6,69.84569976099245,70.1,58.519708944448666,81.27938966066955,86.20734691812355,0.06191455635028031,0.0,0.0,5.47,0.06737871911419503
1979,7,74.53455961034649,75.0,64.14056969741752,85.38600848865104,64.63258640106798,0.07917557882096889,0.0,0.0,11.85,0.11596439460622476
1979,8,72.74187117694746,73.2,62.850523791958686,83.60892370070033,71.00359773672987,0.07215816731561638,0.0,0.0,6.69,0.06572083359397903
1979,9,68.30774752758792,68.3,57.309388395590936,80.1119642447857,80.99029929840573,0.07918685592066887,0.0,0.0,11.14,0.16918501583406984
1979,10,57.50823598994529,58.0,47.30772675128594,69.28130879194133,139.94863720459304,0.05014928809916721,0.0,0.0,12.01,0.0480182959498503
1979,11,45.33729347276756,45.4,36.39425224734405,55.80832263336057,175.87041654504046,0.05971051026631429,0.0,0.0,11.5,0.06357852072997888
1979,12,39.5962493064546,39.1,30.821199777818922,50.278104247820444,172.0784685832539,0.043807043937815836,0.0,0.0,8.11,0.04182671795516448
1980,1,34.9716264006254,35.0,27.423342273878706,44.12023263617045,265.8539815964025,0.05698324898983955,0.0,0.0,5.71,0.04424036139063604
1980,2,35.2552614947069,34.1,26.68809439108265,45.2705982499901,255.57663634876332,0.04562222314495702,0.0,0.0,10.2,0.03683815094203848
1980,3,42.60359361135759,42.2,33.46701324650337,53.27344421395762,212.80281697419096,0.08330097464373083,0.0,0.0,11.1,0.09082963203423176
1980,4,54.22693851279721,54.1,43.37290765611959,65.86643913538111,128.89653338563957,0.061731088451505815,0.0,0.0,8.98,0.06717926478502181
1980,5,62.9506284122971,63.0,52.32172732609334,74.04160219981668,103.40802113311567,0.06564710308502635,0.0,0.0,13.43,0.07770805409635272
1980,6,70.37679344112958,70.5,59.031149971488304,81.85575842696629,115.09859751413657,0.0564502703333463,0.0,0.0,11.02,0.06217018249846822
1980,7,77.05734551752091,77.4,65.57161613926385,88.6690241026019,85.6414504816529,0.049290702913787926,0.0,0.0,9.72,0.04959699978889452
1980,8,74.865667868694,75.3,64.44732628286289,86.2217920107119,83.84801488128323,0.05810009478672986,0.0,0.0,9.41,0.06762387562560693
1980,9,68.5973384756377,68.4,58.26203243325939,80.25902560183417,114.29304939442262,0.06179542259022028,0.0,0.0,15.39,0.07243265884558532
1980,10,55.73259127994979,55.8,45.302031001442785,67.65102599179207,152.40311188134342,0.04749506978155339,0.0,0.0,7.09,0.05193047557018489
1980,11,46.01337323836945,44.9,36.81902305825243,56.62126465121572,159.89151881973393,0.045424236453201976,0.0,0.0,18.82,0.062133861751973676
1980,12,37.77499813167925,38.4,28.771006957432483,48.6113696833427,252.52664703299186,0.03604161777360557,0.0,0.0,6.54,0.03256428756967286
1981,1,34.109869811950595,34.4,25.055850807199853,44.95643663645818,231.36954761287157,0.02321593355890495,0.0,0.0,5.0,0.014488661487950702
1981,2,40.19490181579164,41.4,30.56303516347933,51.35154864519322,259.67258195289196,0.06235780053351691,0.0,0.0,7.72,0.07236938998023994
1981,3,45.76434930998665,44.9,35.788131313131316,56.788429261047156,141.8877031974363,0.04792116071085863,0.0,0.0,7.28,0.03904201635437178
1981,4,57.5082511006528,57.4,46.859933875503536,69.26931844084795,137.2340610396147,0.05050698131760079,0.0,0.0,11.46,0.03938027710080313
1981,5,61.740785877834405,61.45,51.25481689516278,72.86778483818532,102.18729165256559,0.07558210993513145,0.0,0.0,12.01,0.0952217409910105
1981,6,72.31914770980633,72.8,61.784000923467616,83.21258456334564,97.13628823333946,0.07903165956102953,0.0,0.0,14.02,0.09992056952386531
1981,7,75.60425810310666,76.0,65.18081406244144,86.42450445059465,74.01237419627853,0.07132255974387315,0.0,0.0,11.14,0.0875882263750907
1981,8,73.84938149249348,73.5,63.37270149858242,84.73845532336847,62.170274468766785,0.06570088918777553,0.0,0.0,13.39,0.09248943774776164
1981,9,67.15786079011019,67.5,56.50800785007889,78.64576160467261,94.79475420422445,0.05283445999056752,0.0,0.0,10.79,0.06341265490490469
1981,10,55.52266356018188,54.7,46.05483919503479,66.47964418700869,133.100623886015,0.0666365399534523,0.0,0.0,6.89,0.07064191219129363
1981,11,48.14553316346228,47.8,38.88374627961811,58.87147992115333,144.560408408441,0.04181280473183598,0.0,0.0,5.04,0.03434216742645638
1981,12,37.695251771726966,36.7,29.85262293245716,46.711023974904776,206.38033367714357,0.0540521327014218,0.0,0.0,6.26,0.04438314511571681
1982,1,30.244644154652185,30.9,21.292143650216317,40.89868340242592,382.1681888639237,0.06748689410436326,0.0,0.0,5.75,0.06551062560957338
1982,2,36.866782536726674,37.2,28.232405451306906,46.946200066302005,321.71549107524606,0.06007623723995348,0.0,0.0,9.07,0.06846910600706745
1982,3,45.479701292413125,44.6,36.48104772557792,55.754313206280536,219.82999542626564,0.05682221365214038,0.0,0.0,11.87,0.05059718270681232
1982,4,52.22327942979767,53.0,41.74185118385203,63.21996930161166,185.07469123381492,0.06300291315644438,0.0,0.0,19.02,0.07984171244377879
1982,5,63.657896288652196,64.1,53.2034191501918,74.32565369721557,103.4813312958923,0.0689965112353228,0.0,0.0,11.9,0.07780109006135721
1982,6,68.32596401028277,67.8,58.21377119469889,78.65638588015273,100.61123485337683,0.08614959879240486,0.0,0.0,10.93,0.10906639179322891
